"","V1","V2","V3","V4","V5"
"1298","MI",26,133,"Osceola County","H1"
"1299","MI",26,135,"Oscoda County","H1"
"1300","MI",26,137,"Otsego County","H1"
"1301","MI",26,139,"Ottawa County","H1"
"1302","MI",26,141,"Presque Isle County","H1"
"1303","MI",26,143,"Roscommon County","H1"
"1304","MI",26,145,"Saginaw County","H1"
"1305","MI",26,147,"St. Clair County","H1"
"1306","MI",26,149,"St. Joseph County","H1"
"1307","MI",26,151,"Sanilac County","H1"
"1308","MI",26,153,"Schoolcraft County","H1"
"1309","MI",26,155,"Shiawassee County","H1"
"1310","MI",26,157,"Tuscola County","H1"
"1311","MI",26,159,"Van Buren County","H1"
"1312","MI",26,161,"Washtenaw County","H1"
"1313","MI",26,163,"Wayne County","H1"
"1314","MI",26,165,"Wexford County","H1"
"1315","MN",27,1,"Aitkin County","H1"
"1316","MN",27,3,"Anoka County","H1"
"1317","MN",27,5,"Becker County","H1"
"1318","MN",27,7,"Beltrami County","H1"
"1319","MN",27,9,"Benton County","H1"
"1320","MN",27,11,"Big Stone County","H1"
"1321","MN",27,13,"Blue Earth County","H1"
"1322","MN",27,15,"Brown County","H1"
"1323","MN",27,17,"Carlton County","H1"
"1324","MN",27,19,"Carver County","H1"
"1325","MN",27,21,"Cass County","H1"
"1326","MN",27,23,"Chippewa County","H1"
"1327","MN",27,25,"Chisago County","H1"
"1328","MN",27,27,"Clay County","H1"
"1329","MN",27,29,"Clearwater County","H1"
"1330","MN",27,31,"Cook County","H1"
"1331","MN",27,33,"Cottonwood County","H1"
"1332","MN",27,35,"Crow Wing County","H1"
"1333","MN",27,37,"Dakota County","H1"
"1334","MN",27,39,"Dodge County","H1"
"1335","MN",27,41,"Douglas County","H1"
"1336","MN",27,43,"Faribault County","H1"
"1337","MN",27,45,"Fillmore County","H1"
"1338","MN",27,47,"Freeborn County","H1"
"1339","MN",27,49,"Goodhue County","H1"
"1340","MN",27,51,"Grant County","H1"
"1341","MN",27,53,"Hennepin County","H1"
"1342","MN",27,55,"Houston County","H1"
"1343","MN",27,57,"Hubbard County","H1"
"1344","MN",27,59,"Isanti County","H1"
"1345","MN",27,61,"Itasca County","H1"
"1346","MN",27,63,"Jackson County","H1"
"1347","MN",27,65,"Kanabec County","H1"
"1348","MN",27,67,"Kandiyohi County","H1"
"1349","MN",27,69,"Kittson County","H1"
"1350","MN",27,71,"Koochiching County","H1"
"1351","MN",27,73,"Lac qui Parle County","H1"
"1352","MN",27,75,"Lake County","H1"
"1353","MN",27,77,"Lake of the Woods County","H1"
"1354","MN",27,79,"Le Sueur County","H1"
"1355","MN",27,81,"Lincoln County","H1"
"1356","MN",27,83,"Lyon County","H1"
"1357","MN",27,85,"McLeod County","H1"
"1358","MN",27,87,"Mahnomen County","H1"
"1359","MN",27,89,"Marshall County","H1"
"1360","MN",27,91,"Martin County","H1"
"1361","MN",27,93,"Meeker County","H1"
"1362","MN",27,95,"Mille Lacs County","H1"
"1363","MN",27,97,"Morrison County","H1"
"1364","MN",27,99,"Mower County","H1"
"1365","MN",27,101,"Murray County","H1"
"1366","MN",27,103,"Nicollet County","H1"
"1367","MN",27,105,"Nobles County","H1"
"1368","MN",27,107,"Norman County","H1"
"1369","MN",27,109,"Olmsted County","H1"
"1370","MN",27,111,"Otter Tail County","H1"
"1371","MN",27,113,"Pennington County","H1"
"1372","MN",27,115,"Pine County","H1"
"1373","MN",27,117,"Pipestone County","H1"
"1374","MN",27,119,"Polk County","H1"
"1375","MN",27,121,"Pope County","H1"
"1376","MN",27,123,"Ramsey County","H1"
"1377","MN",27,125,"Red Lake County","H1"
"1378","MN",27,127,"Redwood County","H1"
"1379","MN",27,129,"Renville County","H1"
"1380","MN",27,131,"Rice County","H1"
"1381","MN",27,133,"Rock County","H1"
"1382","MN",27,135,"Roseau County","H1"
"1383","MN",27,137,"St. Louis County","H1"
"1384","MN",27,139,"Scott County","H1"
"1385","MN",27,141,"Sherburne County","H1"
"1386","MN",27,143,"Sibley County","H1"
"1387","MN",27,145,"Stearns County","H1"
"1388","MN",27,147,"Steele County","H1"
"1389","MN",27,149,"Stevens County","H1"
"1390","MN",27,151,"Swift County","H1"
"1391","MN",27,153,"Todd County","H1"
"1392","MN",27,155,"Traverse County","H1"
"1393","MN",27,157,"Wabasha County","H1"
"1394","MN",27,159,"Wadena County","H1"
"1395","MN",27,161,"Waseca County","H1"
"1396","MN",27,163,"Washington County","H1"
"1397","MN",27,165,"Watonwan County","H1"
"1398","MN",27,167,"Wilkin County","H1"
"1399","MN",27,169,"Winona County","H1"
"1400","MN",27,171,"Wright County","H1"
"1401","MN",27,173,"Yellow Medicine County","H1"
"1402","MS",28,1,"Adams County","H1"
"1403","MS",28,3,"Alcorn County","H1"
"1404","MS",28,5,"Amite County","H1"
"1405","MS",28,7,"Attala County","H1"
"1406","MS",28,9,"Benton County","H1"
"1407","MS",28,11,"Bolivar County","H1"
"1408","MS",28,13,"Calhoun County","H1"
"1409","MS",28,15,"Carroll County","H1"
"1410","MS",28,17,"Chickasaw County","H1"
"1411","MS",28,19,"Choctaw County","H1"
"1412","MS",28,21,"Claiborne County","H1"
"1413","MS",28,23,"Clarke County","H1"
"1414","MS",28,25,"Clay County","H1"
"1415","MS",28,27,"Coahoma County","H1"
"1416","MS",28,29,"Copiah County","H1"
"1417","MS",28,31,"Covington County","H1"
"1418","MS",28,33,"DeSoto County","H1"
"1419","MS",28,35,"Forrest County","H1"
"1420","MS",28,37,"Franklin County","H1"
"1421","MS",28,39,"George County","H1"
"1422","MS",28,41,"Greene County","H1"
"1423","MS",28,43,"Grenada County","H1"
"1424","MS",28,45,"Hancock County","H1"
"1425","MS",28,47,"Harrison County","H1"
"1426","MS",28,49,"Hinds County","H1"
"1427","MS",28,51,"Holmes County","H1"
"1428","MS",28,53,"Humphreys County","H1"
"1429","MS",28,55,"Issaquena County","H1"
"1430","MS",28,57,"Itawamba County","H1"
"1431","MS",28,59,"Jackson County","H1"
"1432","MS",28,61,"Jasper County","H1"
"1433","MS",28,63,"Jefferson County","H1"
"1434","MS",28,65,"Jefferson Davis County","H1"
"1435","MS",28,67,"Jones County","H1"
"1436","MS",28,69,"Kemper County","H1"
"1437","MS",28,71,"Lafayette County","H1"
"1438","MS",28,73,"Lamar County","H1"
"1439","MS",28,75,"Lauderdale County","H1"
"1440","MS",28,77,"Lawrence County","H1"
"1441","MS",28,79,"Leake County","H1"
"1442","MS",28,81,"Lee County","H1"
"1443","MS",28,83,"Leflore County","H1"
"1444","MS",28,85,"Lincoln County","H1"
"1445","MS",28,87,"Lowndes County","H1"
"1446","MS",28,89,"Madison County","H1"
"1447","MS",28,91,"Marion County","H1"
"1448","MS",28,93,"Marshall County","H1"
"1449","MS",28,95,"Monroe County","H1"
"1450","MS",28,97,"Montgomery County","H1"
"1451","MS",28,99,"Neshoba County","H1"
"1452","MS",28,101,"Newton County","H1"
"1453","MS",28,103,"Noxubee County","H1"
"1454","MS",28,105,"Oktibbeha County","H1"
"1455","MS",28,107,"Panola County","H1"
"1456","MS",28,109,"Pearl River County","H1"
"1457","MS",28,111,"Perry County","H1"
"1458","MS",28,113,"Pike County","H1"
"1459","MS",28,115,"Pontotoc County","H1"
"1460","MS",28,117,"Prentiss County","H1"
"1461","MS",28,119,"Quitman County","H1"
"1462","MS",28,121,"Rankin County","H1"
"1463","MS",28,123,"Scott County","H1"
"1464","MS",28,125,"Sharkey County","H1"
"1465","MS",28,127,"Simpson County","H1"
"1466","MS",28,129,"Smith County","H1"
"1467","MS",28,131,"Stone County","H1"
"1468","MS",28,133,"Sunflower County","H1"
"1469","MS",28,135,"Tallahatchie County","H1"
"1470","MS",28,137,"Tate County","H1"
"1471","MS",28,139,"Tippah County","H1"
"1472","MS",28,141,"Tishomingo County","H1"
"1473","MS",28,143,"Tunica County","H1"
"1474","MS",28,145,"Union County","H1"
"1475","MS",28,147,"Walthall County","H1"
"1476","MS",28,149,"Warren County","H1"
"1477","MS",28,151,"Washington County","H1"
"1478","MS",28,153,"Wayne County","H1"
"1479","MS",28,155,"Webster County","H1"
"1480","MS",28,157,"Wilkinson County","H1"
"1481","MS",28,159,"Winston County","H1"
"1482","MS",28,161,"Yalobusha County","H1"
"1483","MS",28,163,"Yazoo County","H1"
"1484","MO",29,1,"Adair County","H1"
"1485","MO",29,3,"Andrew County","H1"
"1486","MO",29,5,"Atchison County","H1"
"1487","MO",29,7,"Audrain County","H1"
"1488","MO",29,9,"Barry County","H1"
"1489","MO",29,11,"Barton County","H1"
"1490","MO",29,13,"Bates County","H1"
"1491","MO",29,15,"Benton County","H1"
"1492","MO",29,17,"Bollinger County","H1"
"1493","MO",29,19,"Boone County","H1"
"1494","MO",29,21,"Buchanan County","H1"
"1495","MO",29,23,"Butler County","H1"
"1496","MO",29,25,"Caldwell County","H1"
"1497","MO",29,27,"Callaway County","H1"
"1498","MO",29,29,"Camden County","H1"
"1499","MO",29,31,"Cape Girardeau County","H1"
"1500","MO",29,33,"Carroll County","H1"
"1501","MO",29,35,"Carter County","H1"
"1502","MO",29,37,"Cass County","H1"
"1503","MO",29,39,"Cedar County","H1"
"1504","MO",29,41,"Chariton County","H1"
"1505","MO",29,43,"Christian County","H1"
"1506","MO",29,45,"Clark County","H1"
"1507","MO",29,47,"Clay County","H1"
"1508","MO",29,49,"Clinton County","H1"
"1509","MO",29,51,"Cole County","H1"
"1510","MO",29,53,"Cooper County","H1"
"1511","MO",29,55,"Crawford County","H1"
"1512","MO",29,57,"Dade County","H1"
"1513","MO",29,59,"Dallas County","H1"
"1514","MO",29,61,"Daviess County","H1"
"1515","MO",29,63,"DeKalb County","H1"
"1516","MO",29,65,"Dent County","H1"
"1517","MO",29,67,"Douglas County","H1"
"1518","MO",29,69,"Dunklin County","H1"
"1519","MO",29,71,"Franklin County","H1"
"1520","MO",29,73,"Gasconade County","H1"
"1521","MO",29,75,"Gentry County","H1"
"1522","MO",29,77,"Greene County","H1"
"1523","MO",29,79,"Grundy County","H1"
"1524","MO",29,81,"Harrison County","H1"
"1525","MO",29,83,"Henry County","H1"
"1526","MO",29,85,"Hickory County","H1"
"1527","MO",29,87,"Holt County","H1"
"1528","MO",29,89,"Howard County","H1"
"1529","MO",29,91,"Howell County","H1"
"1530","MO",29,93,"Iron County","H1"
"1531","MO",29,95,"Jackson County","H1"
"1532","MO",29,97,"Jasper County","H1"
"1533","MO",29,99,"Jefferson County","H1"
"1534","MO",29,101,"Johnson County","H1"
"1535","MO",29,103,"Knox County","H1"
"1536","MO",29,105,"Laclede County","H1"
"1537","MO",29,107,"Lafayette County","H1"
"1538","MO",29,109,"Lawrence County","H1"
"1539","MO",29,111,"Lewis County","H1"
"1540","MO",29,113,"Lincoln County","H1"
"1541","MO",29,115,"Linn County","H1"
"1542","MO",29,117,"Livingston County","H1"
"1543","MO",29,119,"McDonald County","H1"
"1544","MO",29,121,"Macon County","H1"
"1545","MO",29,123,"Madison County","H1"
"1546","MO",29,125,"Maries County","H1"
"1547","MO",29,127,"Marion County","H1"
"1548","MO",29,129,"Mercer County","H1"
"1549","MO",29,131,"Miller County","H1"
"1550","MO",29,133,"Mississippi County","H1"
"1551","MO",29,135,"Moniteau County","H1"
"1552","MO",29,137,"Monroe County","H1"
"1553","MO",29,139,"Montgomery County","H1"
"1554","MO",29,141,"Morgan County","H1"
"1555","MO",29,143,"New Madrid County","H1"
"1556","MO",29,145,"Newton County","H1"
"1557","MO",29,147,"Nodaway County","H1"
"1558","MO",29,149,"Oregon County","H1"
"1559","MO",29,151,"Osage County","H1"
"1560","MO",29,153,"Ozark County","H1"
"1561","MO",29,155,"Pemiscot County","H1"
"1562","MO",29,157,"Perry County","H1"
"1563","MO",29,159,"Pettis County","H1"
"1564","MO",29,161,"Phelps County","H1"
"1565","MO",29,163,"Pike County","H1"
"1566","MO",29,165,"Platte County","H1"
"1567","MO",29,167,"Polk County","H1"
"1568","MO",29,169,"Pulaski County","H1"
"1569","MO",29,171,"Putnam County","H1"
"1570","MO",29,173,"Ralls County","H1"
"1571","MO",29,175,"Randolph County","H1"
"1572","MO",29,177,"Ray County","H1"
"1573","MO",29,179,"Reynolds County","H1"
"1574","MO",29,181,"Ripley County","H1"
"1575","MO",29,183,"St. Charles County","H1"
"1576","MO",29,185,"St. Clair County","H1"
"1577","MO",29,186,"Ste. Genevieve County","H1"
"1578","MO",29,187,"St. Francois County","H1"
"1579","MO",29,189,"St. Louis County","H1"
"1580","MO",29,195,"Saline County","H1"
"1581","MO",29,197,"Schuyler County","H1"
"1582","MO",29,199,"Scotland County","H1"
"1583","MO",29,201,"Scott County","H1"
"1584","MO",29,203,"Shannon County","H1"
"1585","MO",29,205,"Shelby County","H1"
"1586","MO",29,207,"Stoddard County","H1"
"1587","MO",29,209,"Stone County","H1"
"1588","MO",29,211,"Sullivan County","H1"
"1589","MO",29,213,"Taney County","H1"
"1590","MO",29,215,"Texas County","H1"
"1591","MO",29,217,"Vernon County","H1"
"1592","MO",29,219,"Warren County","H1"
"1593","MO",29,221,"Washington County","H1"
"1594","MO",29,223,"Wayne County","H1"
"1595","MO",29,225,"Webster County","H1"
"1596","MO",29,227,"Worth County","H1"
"1597","MO",29,229,"Wright County","H1"
"1598","MO",29,510,"St. Louis city","C7"
"1599","MT",30,1,"Beaverhead County","H1"
"1600","MT",30,3,"Big Horn County","H1"
"1601","MT",30,5,"Blaine County","H1"
"1602","MT",30,7,"Broadwater County","H1"
"1603","MT",30,9,"Carbon County","H1"
"1604","MT",30,11,"Carter County","H1"
"1605","MT",30,13,"Cascade County","H1"
"1606","MT",30,15,"Chouteau County","H1"
"1607","MT",30,17,"Custer County","H1"
"1608","MT",30,19,"Daniels County","H1"
"1609","MT",30,21,"Dawson County","H1"
"1610","MT",30,23,"Deer Lodge County","H6"
"1611","MT",30,25,"Fallon County","H1"
"1612","MT",30,27,"Fergus County","H1"
"1613","MT",30,29,"Flathead County","H1"
"1614","MT",30,31,"Gallatin County","H1"
"1615","MT",30,33,"Garfield County","H1"
"1616","MT",30,35,"Glacier County","H1"
"1617","MT",30,37,"Golden Valley County","H1"
"1618","MT",30,39,"Granite County","H1"
"1619","MT",30,41,"Hill County","H1"
"1620","MT",30,43,"Jefferson County","H1"
"1621","MT",30,45,"Judith Basin County","H1"
"1622","MT",30,47,"Lake County","H1"
"1623","MT",30,49,"Lewis and Clark County","H1"
"1624","MT",30,51,"Liberty County","H1"
"1625","MT",30,53,"Lincoln County","H1"
"1626","MT",30,55,"McCone County","H1"
"1627","MT",30,57,"Madison County","H1"
"1628","MT",30,59,"Meagher County","H1"
"1629","MT",30,61,"Mineral County","H1"
"1630","MT",30,63,"Missoula County","H1"
"1631","MT",30,65,"Musselshell County","H1"
"1632","MT",30,67,"Park County","H1"
"1633","MT",30,69,"Petroleum County","H1"
"1634","MT",30,71,"Phillips County","H1"
"1635","MT",30,73,"Pondera County","H1"
"1636","MT",30,75,"Powder River County","H1"
"1637","MT",30,77,"Powell County","H1"
"1638","MT",30,79,"Prairie County","H1"
"1639","MT",30,81,"Ravalli County","H1"
"1640","MT",30,83,"Richland County","H1"
"1641","MT",30,85,"Roosevelt County","H1"
"1642","MT",30,87,"Rosebud County","H1"
"1643","MT",30,89,"Sanders County","H1"
"1644","MT",30,91,"Sheridan County","H1"
"1645","MT",30,93,"Silver Bow County","H6"
"1646","MT",30,95,"Stillwater County","H1"
"1647","MT",30,97,"Sweet Grass County","H1"
"1648","MT",30,99,"Teton County","H1"
"1649","MT",30,101,"Toole County","H1"
"1650","MT",30,103,"Treasure County","H1"
"1651","MT",30,105,"Valley County","H1"
"1652","MT",30,107,"Wheatland County","H1"
"1653","MT",30,109,"Wibaux County","H1"
"1654","MT",30,111,"Yellowstone County","H1"
"1655","NE",31,1,"Adams County","H1"
"1656","NE",31,3,"Antelope County","H1"
"1657","NE",31,5,"Arthur County","H1"
"1658","NE",31,7,"Banner County","H1"
"1659","NE",31,9,"Blaine County","H1"
"1660","NE",31,11,"Boone County","H1"
"1661","NE",31,13,"Box Butte County","H1"
"1662","NE",31,15,"Boyd County","H1"
"1663","NE",31,17,"Brown County","H1"
"1664","NE",31,19,"Buffalo County","H1"
"1665","NE",31,21,"Burt County","H1"
"1666","NE",31,23,"Butler County","H1"
"1667","NE",31,25,"Cass County","H1"
"1668","NE",31,27,"Cedar County","H1"
"1669","NE",31,29,"Chase County","H1"
"1670","NE",31,31,"Cherry County","H1"
"1671","NE",31,33,"Cheyenne County","H1"
"1672","NE",31,35,"Clay County","H1"
"1673","NE",31,37,"Colfax County","H1"
"1674","NE",31,39,"Cuming County","H1"
"1675","NE",31,41,"Custer County","H1"
"1676","NE",31,43,"Dakota County","H1"
"1677","NE",31,45,"Dawes County","H1"
"1678","NE",31,47,"Dawson County","H1"
"1679","NE",31,49,"Deuel County","H1"
"1680","NE",31,51,"Dixon County","H1"
"1681","NE",31,53,"Dodge County","H1"
"1682","NE",31,55,"Douglas County","H1"
"1683","NE",31,57,"Dundy County","H1"
"1684","NE",31,59,"Fillmore County","H1"
"1685","NE",31,61,"Franklin County","H1"
"1686","NE",31,63,"Frontier County","H1"
"1687","NE",31,65,"Furnas County","H1"
"1688","NE",31,67,"Gage County","H1"
"1689","NE",31,69,"Garden County","H1"
"1690","NE",31,71,"Garfield County","H1"
"1691","NE",31,73,"Gosper County","H1"
"1692","NE",31,75,"Grant County","H1"
"1693","NE",31,77,"Greeley County","H1"
"1694","NE",31,79,"Hall County","H1"
"1695","NE",31,81,"Hamilton County","H1"
"1696","NE",31,83,"Harlan County","H1"
"1697","NE",31,85,"Hayes County","H1"
"1698","NE",31,87,"Hitchcock County","H1"
"1699","NE",31,89,"Holt County","H1"
"1700","NE",31,91,"Hooker County","H1"
"1701","NE",31,93,"Howard County","H1"
"1702","NE",31,95,"Jefferson County","H1"
"1703","NE",31,97,"Johnson County","H1"
"1704","NE",31,99,"Kearney County","H1"
"1705","NE",31,101,"Keith County","H1"
"1706","NE",31,103,"Keya Paha County","H1"
"1707","NE",31,105,"Kimball County","H1"
"1708","NE",31,107,"Knox County","H1"
"1709","NE",31,109,"Lancaster County","H1"
"1710","NE",31,111,"Lincoln County","H1"
"1711","NE",31,113,"Logan County","H1"
"1712","NE",31,115,"Loup County","H1"
"1713","NE",31,117,"McPherson County","H1"
"1714","NE",31,119,"Madison County","H1"
"1715","NE",31,121,"Merrick County","H1"
"1716","NE",31,123,"Morrill County","H1"
"1717","NE",31,125,"Nance County","H1"
"1718","NE",31,127,"Nemaha County","H1"
"1719","NE",31,129,"Nuckolls County","H1"
"1720","NE",31,131,"Otoe County","H1"
"1721","NE",31,133,"Pawnee County","H1"
"1722","NE",31,135,"Perkins County","H1"
"1723","NE",31,137,"Phelps County","H1"
"1724","NE",31,139,"Pierce County","H1"
"1725","NE",31,141,"Platte County","H1"
"1726","NE",31,143,"Polk County","H1"
"1727","NE",31,145,"Red Willow County","H1"
"1728","NE",31,147,"Richardson County","H1"
"1729","NE",31,149,"Rock County","H1"
"1730","NE",31,151,"Saline County","H1"
"1731","NE",31,153,"Sarpy County","H1"
"1732","NE",31,155,"Saunders County","H1"
"1733","NE",31,157,"Scotts Bluff County","H1"
"1734","NE",31,159,"Seward County","H1"
"1735","NE",31,161,"Sheridan County","H1"
"1736","NE",31,163,"Sherman County","H1"
"1737","NE",31,165,"Sioux County","H1"
"1738","NE",31,167,"Stanton County","H1"
"1739","NE",31,169,"Thayer County","H1"
"1740","NE",31,171,"Thomas County","H1"
"1741","NE",31,173,"Thurston County","H1"
"1742","NE",31,175,"Valley County","H1"
"1743","NE",31,177,"Washington County","H1"
"1744","NE",31,179,"Wayne County","H1"
"1745","NE",31,181,"Webster County","H1"
"1746","NE",31,183,"Wheeler County","H1"
"1747","NE",31,185,"York County","H1"
"1748","NV",32,1,"Churchill County","H1"
"1749","NV",32,3,"Clark County","H1"
"1750","NV",32,5,"Douglas County","H1"
"1751","NV",32,7,"Elko County","H1"
"1752","NV",32,9,"Esmeralda County","H1"
"1753","NV",32,11,"Eureka County","H1"
"1754","NV",32,13,"Humboldt County","H1"
"1755","NV",32,15,"Lander County","H1"
"1756","NV",32,17,"Lincoln County","H1"
"1757","NV",32,19,"Lyon County","H1"
"1758","NV",32,21,"Mineral County","H1"
"1759","NV",32,23,"Nye County","H1"
"1760","NV",32,27,"Pershing County","H1"
"1761","NV",32,29,"Storey County","H1"
"1762","NV",32,31,"Washoe County","H1"
"1763","NV",32,33,"White Pine County","H1"
"1764","NV",32,510,"Carson City","C7"
"1765","NH",33,1,"Belknap County","H1"
"1766","NH",33,3,"Carroll County","H1"
"1767","NH",33,5,"Cheshire County","H1"
"1768","NH",33,7,"Coos County","H1"
"1769","NH",33,9,"Grafton County","H1"
"1770","NH",33,11,"Hillsborough County","H1"
"1771","NH",33,13,"Merrimack County","H1"
"1772","NH",33,15,"Rockingham County","H1"
"1773","NH",33,17,"Strafford County","H1"
"1774","NH",33,19,"Sullivan County","H1"
"1775","NJ",34,1,"Atlantic County","H1"
"1776","NJ",34,3,"Bergen County","H1"
"1777","NJ",34,5,"Burlington County","H1"
"1778","NJ",34,7,"Camden County","H1"
"1779","NJ",34,9,"Cape May County","H1"
"1780","NJ",34,11,"Cumberland County","H1"
"1781","NJ",34,13,"Essex County","H1"
"1782","NJ",34,15,"Gloucester County","H1"
"1783","NJ",34,17,"Hudson County","H1"
"1784","NJ",34,19,"Hunterdon County","H1"
"1785","NJ",34,21,"Mercer County","H1"
"1786","NJ",34,23,"Middlesex County","H1"
"1787","NJ",34,25,"Monmouth County","H1"
"1788","NJ",34,27,"Morris County","H1"
"1789","NJ",34,29,"Ocean County","H1"
"1790","NJ",34,31,"Passaic County","H1"
"1791","NJ",34,33,"Salem County","H1"
"1792","NJ",34,35,"Somerset County","H1"
"1793","NJ",34,37,"Sussex County","H1"
"1794","NJ",34,39,"Union County","H1"
"1795","NJ",34,41,"Warren County","H1"
"1796","NM",35,1,"Bernalillo County","H1"
"1797","NM",35,3,"Catron County","H1"
"1798","NM",35,5,"Chaves County","H1"
"1799","NM",35,6,"Cibola County","H1"
"1800","NM",35,7,"Colfax County","H1"
"1801","NM",35,9,"Curry County","H1"
"1802","NM",35,11,"De Baca County","H1"
"1803","NM",35,13,"Dona Ana County","H1"
"1804","NM",35,15,"Eddy County","H1"
"1805","NM",35,17,"Grant County","H1"
"1806","NM",35,19,"Guadalupe County","H1"
"1807","NM",35,21,"Harding County","H1"
"1808","NM",35,23,"Hidalgo County","H1"
"1809","NM",35,25,"Lea County","H1"
"1810","NM",35,27,"Lincoln County","H1"
"1811","NM",35,28,"Los Alamos County","H1"
"1812","NM",35,29,"Luna County","H1"
"1813","NM",35,31,"McKinley County","H1"
"1814","NM",35,33,"Mora County","H1"
"1815","NM",35,35,"Otero County","H1"
"1816","NM",35,37,"Quay County","H1"
"1817","NM",35,39,"Rio Arriba County","H1"
"1818","NM",35,41,"Roosevelt County","H1"
"1819","NM",35,43,"Sandoval County","H1"
"1820","NM",35,45,"San Juan County","H1"
"1821","NM",35,47,"San Miguel County","H1"
"1822","NM",35,49,"Santa Fe County","H1"
"1823","NM",35,51,"Sierra County","H1"
"1824","NM",35,53,"Socorro County","H1"
"1825","NM",35,55,"Taos County","H1"
"1826","NM",35,57,"Torrance County","H1"
"1827","NM",35,59,"Union County","H1"
"1828","NM",35,61,"Valencia County","H1"
"1829","NY",36,1,"Albany County","H1"
"1830","NY",36,3,"Allegany County","H1"
"1831","NY",36,5,"Bronx County","H6"
"1832","NY",36,7,"Broome County","H1"
"1833","NY",36,9,"Cattaraugus County","H1"
"1834","NY",36,11,"Cayuga County","H1"
"1835","NY",36,13,"Chautauqua County","H1"
"1836","NY",36,15,"Chemung County","H1"
"1837","NY",36,17,"Chenango County","H1"
"1838","NY",36,19,"Clinton County","H1"
"1839","NY",36,21,"Columbia County","H1"
"1840","NY",36,23,"Cortland County","H1"
"1841","NY",36,25,"Delaware County","H1"
"1842","NY",36,27,"Dutchess County","H1"
"1843","NY",36,29,"Erie County","H1"
"1844","NY",36,31,"Essex County","H1"
"1845","NY",36,33,"Franklin County","H1"
"1846","NY",36,35,"Fulton County","H1"
"1847","NY",36,37,"Genesee County","H1"
"1848","NY",36,39,"Greene County","H1"
"1849","NY",36,41,"Hamilton County","H1"
"1850","NY",36,43,"Herkimer County","H1"
"1851","NY",36,45,"Jefferson County","H1"
"1852","NY",36,47,"Kings County","H6"
"1853","NY",36,49,"Lewis County","H1"
"1854","NY",36,51,"Livingston County","H1"
"1855","NY",36,53,"Madison County","H1"
"1856","NY",36,55,"Monroe County","H1"
"1857","NY",36,57,"Montgomery County","H1"
"1858","NY",36,59,"Nassau County","H1"
"1859","NY",36,61,"New York County","H6"
"1860","NY",36,63,"Niagara County","H1"
"1861","NY",36,65,"Oneida County","H1"
"1862","NY",36,67,"Onondaga County","H1"
"1863","NY",36,69,"Ontario County","H1"
"1864","NY",36,71,"Orange County","H1"
"1865","NY",36,73,"Orleans County","H1"
"1866","NY",36,75,"Oswego County","H1"
"1867","NY",36,77,"Otsego County","H1"
"1868","NY",36,79,"Putnam County","H1"
"1869","NY",36,81,"Queens County","H6"
"1870","NY",36,83,"Rensselaer County","H1"
"1871","NY",36,85,"Richmond County","H6"
"1872","NY",36,87,"Rockland County","H1"
"1873","NY",36,89,"St. Lawrence County","H1"
"1874","NY",36,91,"Saratoga County","H1"
"1875","NY",36,93,"Schenectady County","H1"
"1876","NY",36,95,"Schoharie County","H1"
"1877","NY",36,97,"Schuyler County","H1"
"1878","NY",36,99,"Seneca County","H1"
"1879","NY",36,101,"Steuben County","H1"
"1880","NY",36,103,"Suffolk County","H1"
"1881","NY",36,105,"Sullivan County","H1"
"1882","NY",36,107,"Tioga County","H1"
"1883","NY",36,109,"Tompkins County","H1"
"1884","NY",36,111,"Ulster County","H1"
"1885","NY",36,113,"Warren County","H1"
"1886","NY",36,115,"Washington County","H1"
"1887","NY",36,117,"Wayne County","H1"
"1888","NY",36,119,"Westchester County","H1"
"1889","NY",36,121,"Wyoming County","H1"
"1890","NY",36,123,"Yates County","H1"
"1891","NC",37,1,"Alamance County","H1"
"1892","NC",37,3,"Alexander County","H1"
"1893","NC",37,5,"Alleghany County","H1"
"1894","NC",37,7,"Anson County","H1"
"1895","NC",37,9,"Ashe County","H1"
"1896","NC",37,11,"Avery County","H1"
"1897","NC",37,13,"Beaufort County","H1"
"1898","NC",37,15,"Bertie County","H1"
"1899","NC",37,17,"Bladen County","H1"
"1900","NC",37,19,"Brunswick County","H1"
"1901","NC",37,21,"Buncombe County","H1"
"1902","NC",37,23,"Burke County","H1"
"1903","NC",37,25,"Cabarrus County","H1"
"1904","NC",37,27,"Caldwell County","H1"
"1905","NC",37,29,"Camden County","H1"
"1906","NC",37,31,"Carteret County","H1"
"1907","NC",37,33,"Caswell County","H1"
"1908","NC",37,35,"Catawba County","H1"
"1909","NC",37,37,"Chatham County","H1"
"1910","NC",37,39,"Cherokee County","H1"
"1911","NC",37,41,"Chowan County","H1"
"1912","NC",37,43,"Clay County","H1"
"1913","NC",37,45,"Cleveland County","H1"
"1914","NC",37,47,"Columbus County","H1"
"1915","NC",37,49,"Craven County","H1"
"1916","NC",37,51,"Cumberland County","H1"
"1917","NC",37,53,"Currituck County","H1"
"1918","NC",37,55,"Dare County","H1"
"1919","NC",37,57,"Davidson County","H1"
"1920","NC",37,59,"Davie County","H1"
"1921","NC",37,61,"Duplin County","H1"
"1922","NC",37,63,"Durham County","H1"
"1923","NC",37,65,"Edgecombe County","H1"
"1924","NC",37,67,"Forsyth County","H1"
"1925","NC",37,69,"Franklin County","H1"
"1926","NC",37,71,"Gaston County","H1"
"1927","NC",37,73,"Gates County","H1"
